,Transaction_ID,Date,Customer_ID,Age,Gender,Income,Loyalty_Score,Signup_Date,Product_ID,Category,City,Channel,Payment_Method,Device,Price,Discount_Percent,Promotion_Flag,Promo_Type,Units_Sold,Revenue,Cost,Profit,Margin_Percent,Return_Flag,Supplier_ID,Lead_Time_Days,Delivery_Delay_Days,Stock_On_Hand,Marketing_Channel,Coupon_Code_Flag,CLV_proxy,Recency_Days,Frequency_12m,Online_Device,Season,GMV,Discount_Amount,Net_Revenue,Profit_Margin,Phone_No
471,T200092,2025-05-05,C1381,18,F,18157,5,2023-03-02,P102,HomeGoods,Pune,Offline,Card,App,82.42,10,1,Loyalty,8,593.42,329.68,263.74,44.44,0,S14,11,2,9,,0,156.72,42,9,,Summer,659.36,65.94,593.4200000000001,44.44,8681838850
472,T200930,2024-02-06,C1493,30,M,67398,6,2025-03-23,P104,Apparel,Bengaluru,Offline,COD,POS,62.81,5,1,Flash,13,775.7,367.44,408.26,52.63,0,S14,6,0,39,Organic,1,486.04,189,4,,Regular,816.53,40.83,775.6999999999999,52.63,8681838850
473,T200089,2024-10-06,C1492,18,M,72258,3,2023-03-17,P108,Sports,Pune,Offline,Card,POS,153.14,0,0,,4,612.56,336.91,275.65,45.0,0,S14,7,0,32,SMS,0,278.03,34,5,,Regular,612.56,0.0,612.56,45.0,8681838850
474,T200336,2025-07-13,C1012,49,M,39908,4,2023-01-25,P101,Electronics,Bengaluru,Online,COD,Mobile,313.46,15,1,Flash,1,266.44,203.75,62.69,23.53,0,S12,8,0,20,Email,0,190.98,115,6,App,Summer,313.46,47.02,266.44,23.53,8681838850
475,T200988,2024-04-24,C1011,38,F,55957,1,2023-03-28,P109,Sports,Hyderabad,Offline,UPI,App,121.8,5,1,Seasonal,9,1041.39,602.91,438.48,42.11,0,S11,10,0,27,SMS,1,165.58,7,4,,Regular,1096.2,54.81,1041.39,42.11,8681838850
476,T200921,2024-10-17,C1244,36,F,37717,1,2020-09-23,P107,Beauty,Delhi,Online,NetBanking,POS,19.23,10,1,Seasonal,29,501.9,195.18,306.72,61.11,0,S14,9,2,41,Organic,0,93.48,148,5,Mobile,Regular,557.67,55.77,501.9,61.11,8681838850
477,T200933,2024-11-14,C1018,57,F,59527,5,2022-11-17,P107,Beauty,Bengaluru,Online,Card,Mobile,18.87,0,0,,35,660.45,231.16,429.29,65.0,0,S13,1,3,37,PaidSocial,0,363.68,68,6,Desktop,Festival,660.45,0.0,660.45,65.0,8681838850
478,T200605,2024-09-28,C1083,27,F,32472,2,2022-01-15,P101,Electronics,Delhi,Offline,NetBanking,App,277.2,0,0,,1,277.2,180.18,97.02,35.0,0,S10,9,2,12,Organic,0,92.66,57,4,,Regular,277.2,0.0,277.2,35.0,8681838850
479,T200593,2024-07-06,C1072,28,M,62598,1,2023-01-30,P105,Apparel,Mumbai,Offline,COD,App,40.04,15,1,,17,578.58,306.31,272.27,47.06,0,S13,8,0,18,SMS,1,130.67,126,3,,Summer,680.68,102.1,578.5799999999999,47.06,8681838850
480,T200611,2025-06-02,C1458,44,F,19085,4,2020-07-06,P104,Apparel,Mumbai,Online,Card,Mobile,54.28,0,0,,11,597.08,268.69,328.39,55.0,0,S14,8,0,29,Organic,0,136.05,186,7,Mobile,Summer,597.08,0.0,597.08,55.0,8681838850
481,T200094,2025-05-12,C1310,59,F,21559,6,2023-11-13,P100,Electronics,Delhi,Online,Card,Desktop,469.91,10,1,Seasonal,1,422.92,305.44,117.48,27.78,0,S13,9,0,27,Email,0,176.35,163,8,Desktop,Summer,469.91,46.99,422.92,27.78,8681838850
482,T200011,2025-10-05,C1484,49,F,75787,5,2020-08-02,P109,Sports,Bengaluru,Offline,UPI,Mobile,135.9,10,1,Clearance,6,733.86,448.47,285.39,38.89,0,S14,5,3,17,PaidSocial,0,460.48,53,10,,Regular,815.4000000000001,81.54,733.8600000000001,38.89,8681838850
483,T200396,2025-07-15,C1380,38,M,65858,3,2021-12-16,P109,Sports,Hyderabad,Offline,UPI,Desktop,135.87,0,0,,7,951.09,523.1,427.99,45.0,0,S10,13,3,10,Affiliate,0,292.68,58,1,,Summer,951.09,0.0,951.09,45.0,8681838850
484,T200533,2024-12-06,C1216,41,M,47260,4,2024-09-26,P100,Electronics,Pune,Online,Card,Mobile,454.16,0,0,,1,454.16,295.2,158.96,35.0,0,S13,8,1,14,Organic,0,234.46,34,11,Mobile,Festival,454.16,0.0,454.16,35.0,8681838850
485,T200043,2025-08-21,C1370,18,M,80266,6,2022-04-07,P108,Sports,Delhi,Offline,Card,App,157.3,0,0,,5,786.5,432.58,353.92,45.0,0,S12,10,0,23,Email,0,560.25,123,12,,Regular,786.5,0.0,786.5,45.0,8681838850
486,T200042,2023-11-22,C1136,35,M,52328,3,2022-10-05,P107,Beauty,Chennai,Online,Card,POS,19.92,5,1,,32,605.57,223.1,382.47,63.16,0,S13,11,0,53,Organic,0,220.73,47,1,Mobile,Festival,637.44,31.87,605.57,63.16,8681838850
487,T200329,2024-04-25,C1205,29,M,56582,3,2022-11-21,P102,HomeGoods,Delhi,Online,Card,Mobile,93.77,5,1,,5,445.41,234.42,210.99,47.37,1,S13,11,0,10,Organic,0,216.63,105,2,App,Regular,468.85,23.44,445.41,47.37,8681838850
488,T200167,2024-03-12,C1343,44,F,71467,6,2024-07-30,P103,HomeGoods,Pune,Online,COD,Mobile,73.08,10,1,,4,263.09,146.16,116.93,44.44,0,S14,9,0,12,SMS,0,458.03,135,6,App,Regular,292.32,29.23,263.09,44.44,8681838850
489,T200497,2023-12-23,C1152,43,F,52765,3,2023-06-29,P106,Beauty,Delhi,Online,Card,POS,23.03,5,1,Seasonal,23,503.21,185.39,317.82,63.16,0,S13,8,0,29,PaidSocial,0,211.26,37,3,Mobile,Festival,529.69,26.48,503.21,63.16,8681838850
490,T200876,2025-04-02,C1310,59,F,21559,6,2023-11-13,P103,HomeGoods,Bengaluru,Offline,Card,Desktop,77.27,10,1,Loyalty,7,486.8,270.44,216.36,44.45,0,S12,5,1,14,PaidSocial,1,183.44,26,8,,Regular,540.89,54.09,486.8,44.45,8681838850
491,T200597,2024-03-01,C1040,55,M,47672,1,2021-01-17,P108,Sports,Hyderabad,Offline,Card,Desktop,148.17,10,1,Loyalty,7,933.47,570.45,363.02,38.89,0,S10,1,1,8,Email,0,151.39,141,1,,Regular,1037.19,103.72,933.4699999999998,38.89,8681838850
492,T200756,2025-01-22,C1423,18,F,18230,5,2025-04-28,P104,Apparel,Hyderabad,Online,Card,Desktop,57.07,0,0,,11,627.77,282.5,345.27,55.0,0,S14,8,0,17,Organic,0,153.93,149,11,Mobile,Regular,627.77,0.0,627.77,55.0,8681838850
493,T200100,2023-11-19,C1246,38,M,43342,1,2025-02-03,P108,Sports,Chennai,Offline,COD,Mobile,150.75,5,1,Loyalty,7,1002.49,580.39,422.1,42.11,0,S13,3,0,15,PaidSocial,0,148.87,108,5,,Festival,1055.25,52.76,1002.49,42.11,8681838850
494,T200426,2024-09-14,C1371,51,F,32024,1,2022-02-09,P102,HomeGoods,Hyderabad,Offline,Card,POS,88.25,5,1,,9,754.54,397.12,357.42,47.37,0,S13,5,0,15,SMS,0,111.45,69,2,,Regular,794.25,39.71,754.54,47.37,8681838850
495,T200178,2025-09-10,C1147,40,F,67900,8,2021-11-04,P104,Apparel,Chennai,Offline,Card,Desktop,60.9,0,0,,10,609.0,274.05,334.95,55.0,0,S14,4,1,23,Affiliate,0,604.1,44,8,,Regular,609.0,0.0,609.0,55.0,8681838850
496,T200444,2025-06-12,C1463,23,F,71164,5,2025-04-06,P109,Sports,Mumbai,Offline,COD,Desktop,135.67,0,0,,4,542.68,298.47,244.21,45.0,0,S13,3,2,11,Organic,0,410.09,7,7,,Summer,542.68,0.0,542.68,45.0,8681838850
497,T200416,2024-05-29,C1464,30,F,68152,8,2023-03-04,P104,Apparel,Mumbai,Offline,Card,Desktop,59.46,0,0,,7,416.22,187.3,228.92,55.0,0,S13,4,1,25,Organic,0,586.84,65,7,,Summer,416.22,0.0,416.22,55.0,8681838850
498,T200870,2024-07-26,C1004,40,F,81364,6,2025-04-11,P107,Beauty,Chennai,Offline,NetBanking,Mobile,19.06,0,0,,17,324.02,113.41,210.61,65.0,0,S11,7,0,38,Email,0,520.59,32,7,,Summer,324.02,0.0,324.02,65.0,8681838850
499,T200882,2023-11-11,C1113,26,F,76339,5,2023-03-13,P103,HomeGoods,Delhi,Online,UPI,Mobile,82.7,10,1,Clearance,9,669.87,372.15,297.72,44.44,0,S11,8,1,20,Affiliate,0,456.12,56,10,Desktop,Festival,744.3000000000001,74.43,669.8700000000001,44.44,8681838850
500,T200680,2025-06-15,C1292,36,F,68758,2,2023-06-05,P102,HomeGoods,Chennai,Offline,NetBanking,App,87.77,5,1,Clearance,9,750.43,394.96,355.47,47.37,0,S13,4,2,25,Organic,0,216.51,195,4,,Summer,789.93,39.5,750.43,47.37,8681838850
501,T200177,2024-08-05,C1071,36,M,47035,2,2025-06-02,P104,Apparel,Bengaluru,Online,Card,App,58.45,15,1,,12,596.19,315.63,280.56,47.06,0,S11,4,0,27,PaidSocial,0,164.21,58,3,Desktop,Regular,701.4000000000001,105.21,596.19,47.06,8681838850
502,T200395,2025-09-06,C1435,54,F,37920,3,2023-07-25,P101,Electronics,Delhi,Online,NetBanking,Desktop,309.31,15,1,Clearance,1,262.91,201.05,61.86,23.53,0,S10,7,3,20,Affiliate,0,144.69,93,5,Desktop,Regular,309.31,46.4,262.91,23.53,8681838850
503,T200911,2024-05-10,C1191,24,F,44408,4,2023-06-03,P100,Electronics,Mumbai,Online,Card,Desktop,493.12,0,0,,1,493.12,320.53,172.59,35.0,0,S13,6,2,23,PaidSocial,0,226.94,111,11,Mobile,Summer,493.12,0.0,493.12,35.0,8681838850
504,T200793,2025-01-16,C1203,36,F,44749,2,2022-01-28,P102,HomeGoods,Kolkata,Offline,Card,Mobile,89.98,10,1,Flash,7,566.87,314.93,251.94,44.44,0,S11,11,3,36,Organic,0,152.48,167,1,,Regular,629.86,62.99,566.87,44.44,8681838850
505,T200960,2023-12-27,C1304,49,F,39305,4,2022-08-22,P102,HomeGoods,Mumbai,Offline,Card,POS,82.96,10,1,Flash,9,671.98,373.32,298.66,44.44,0,S12,4,0,27,,0,231.88,164,9,,Festival,746.64,74.66,671.98,44.44,8681838850
506,T200684,2025-09-05,C1381,18,F,18157,5,2023-03-02,P100,Electronics,Kolkata,Offline,Card,Mobile,513.69,5,1,Seasonal,1,488.01,333.9,154.11,31.58,0,S13,10,2,12,Organic,0,142.15,154,10,,Regular,513.69,25.68,488.01,31.58,8681838850
507,T200383,2025-07-29,C1473,33,M,75807,6,2021-05-02,P101,Electronics,Pune,Online,NetBanking,App,313.64,10,1,,1,282.28,203.87,78.41,27.78,0,S11,1,0,27,SMS,0,486.21,64,5,App,Summer,313.64,31.36,282.28,27.78,8681838850
508,T200956,2024-11-09,C1315,33,M,78145,5,2021-10-12,P103,HomeGoods,Delhi,Offline,UPI,Desktop,76.87,10,1,Clearance,11,761.01,422.79,338.22,44.44,0,S12,6,0,30,Affiliate,0,475.28,49,13,,Festival,845.57,84.56,761.01,44.44,8681838850
509,T200751,2025-09-13,C1065,41,M,44563,2,2023-04-30,P104,Apparel,Bengaluru,Offline,UPI,App,59.61,0,0,,14,834.54,375.54,459.0,55.0,0,S11,3,0,42,Email,0,172.58,161,4,,Regular,834.54,0.0,834.54,55.0,8681838850
510,T200257,2025-03-19,C1388,31,F,56022,1,2021-12-19,P104,Apparel,Jaipur,Online,COD,Desktop,62.46,10,1,Seasonal,15,843.21,421.61,421.6,50.0,0,S11,8,0,16,,1,149.71,120,3,App,Regular,936.9,93.69,843.21,50.0,8681838850
511,T200538,2024-09-20,C1266,34,M,62300,8,2024-08-20,P104,Apparel,Chennai,Offline,UPI,Desktop,62.14,0,0,,4,248.56,111.85,136.71,55.0,0,S10,9,0,15,SMS,0,523.26,182,6,,Regular,248.56,0.0,248.56,55.0,8681838850
512,T200335,2023-11-26,C1223,44,M,84063,6,2024-12-11,P102,HomeGoods,Delhi,Offline,Card,Mobile,94.33,5,1,Loyalty,3,268.84,141.5,127.34,47.37,0,S14,6,1,17,PaidSocial,1,532.68,155,10,,Festival,282.99,14.15,268.84,47.37,8681838850
513,T200015,2024-03-09,C1199,43,F,50912,4,2021-08-04,P102,HomeGoods,Jaipur,Online,Card,Mobile,88.38,0,0,,6,530.28,265.14,265.14,50.0,0,S12,5,1,7,,0,256.68,77,6,Desktop,Regular,530.28,0.0,530.28,50.0,8681838850
514,T200324,2025-09-24,C1038,46,F,37615,4,2021-06-22,P107,Beauty,Hyderabad,Online,NetBanking,App,18.06,10,1,Loyalty,24,390.1,151.7,238.4,61.11,0,S12,5,1,38,PaidSocial,1,193.8,180,14,Mobile,Regular,433.4399999999999,43.34,390.0999999999999,61.11,8681838850
515,T200758,2025-08-10,C1439,36,M,18037,4,2021-04-17,P102,HomeGoods,Pune,Offline,Card,Desktop,81.66,0,0,,8,653.28,326.64,326.64,50.0,0,S13,12,0,33,Organic,0,137.48,190,9,,Regular,653.28,0.0,653.28,50.0,8681838850
516,T200222,2024-01-04,C1380,38,M,65858,3,2021-12-16,P104,Apparel,Bengaluru,Offline,UPI,Desktop,58.83,20,1,,15,705.96,397.1,308.86,43.75,0,S13,3,0,40,Email,0,285.82,105,1,,Regular,882.4499999999999,176.49,705.9599999999999,43.75,8681838850
517,T200179,2024-02-05,C1348,40,M,61111,8,2023-04-04,P106,Beauty,Bengaluru,Online,Card,Mobile,23.96,0,0,,10,239.6,83.86,155.74,65.0,0,S11,1,6,39,Organic,0,512.85,141,8,Mobile,Regular,239.6,0.0,239.6,65.0,8681838850
518,T200983,2023-12-21,C1411,42,F,51681,2,2024-04-28,P103,HomeGoods,Bengaluru,Offline,Card,POS,75.7,10,1,Flash,12,817.56,454.2,363.36,44.44,0,S10,5,0,32,PaidSocial,0,194.2,158,2,,Festival,908.4000000000001,90.84,817.5600000000001,44.44,8681838850
519,T200022,2024-05-28,C1409,31,M,58328,9,2023-03-19,P106,Beauty,Mumbai,Online,UPI,Mobile,22.85,5,1,,10,217.07,79.97,137.1,63.16,0,S10,6,0,38,PaidSocial,0,547.8,50,6,Desktop,Summer,228.5,11.42,217.08,63.16,8681838850
520,T200356,2023-11-16,C1232,36,F,28813,2,2022-09-19,P100,Electronics,Chennai,Offline,Card,Mobile,481.44,0,0,,1,481.44,312.94,168.5,35.0,0,S14,6,0,17,,0,105.77,83,4,,Festival,481.44,0.0,481.44,35.0,8681838850
521,T200666,2024-04-24,C1437,29,M,61194,4,2022-05-17,P102,HomeGoods,Pune,Offline,Card,Desktop,86.81,5,1,Clearance,6,494.82,260.43,234.39,47.37,0,S13,2,0,19,SMS,0,296.86,126,7,,Regular,520.86,26.04,494.82,47.37,8681838850
522,T200861,2024-09-22,C1374,38,F,10135,1,2024-04-14,P107,Beauty,Hyderabad,Online,Card,Desktop,20.31,5,1,Flash,24,463.07,170.6,292.47,63.16,0,S14,2,0,48,Affiliate,0,58.88,40,2,Desktop,Regular,487.4399999999999,24.37,463.0699999999999,63.16,8681838850
523,T200340,2024-10-20,C1232,36,F,28813,2,2022-09-19,P102,HomeGoods,Bengaluru,Online,COD,Mobile,82.65,10,1,Flash,9,669.47,371.93,297.54,44.44,0,S13,7,0,25,PaidSocial,0,132.01,5,2,Mobile,Regular,743.85,74.39,669.46,44.44,8681838850
524,T200431,2025-05-05,C1083,27,F,32472,2,2022-01-15,P102,HomeGoods,Kolkata,Online,Card,POS,81.42,15,1,Flash,6,415.24,244.26,170.98,41.18,0,S11,10,1,26,Email,0,113.8,80,2,Mobile,Summer,488.52,73.28,415.24,41.18,8681838850
525,T200551,2025-07-11,C1085,21,M,50159,6,2021-09-19,P104,Apparel,Bengaluru,Online,Card,App,60.77,10,1,Loyalty,5,273.47,136.73,136.74,50.0,0,S12,6,0,30,Organic,0,331.34,157,9,Desktop,Summer,303.85,30.38,273.47,50.0,8681838850
526,T200833,2024-03-04,C1215,28,M,59118,2,2023-03-25,P103,HomeGoods,Delhi,Offline,NetBanking,Desktop,81.19,5,1,Loyalty,8,617.04,324.76,292.28,47.37,0,S11,9,0,19,,0,183.19,138,6,,Regular,649.52,32.48,617.04,47.37,8681838850
527,T200203,2025-08-13,C1098,29,M,34406,3,2023-03-11,P103,HomeGoods,Pune,Online,UPI,Mobile,82.02,5,1,Clearance,9,701.27,369.09,332.18,47.37,0,S14,12,0,27,SMS,0,177.04,106,3,Mobile,Regular,738.18,36.91,701.27,47.37,8681838850
528,T200630,2025-03-31,C1011,38,F,55957,1,2023-03-28,P107,Beauty,Kolkata,Online,COD,Desktop,20.83,10,1,,33,618.65,240.59,378.06,61.11,0,S11,8,0,56,PaidSocial,0,124.7,102,3,Mobile,Regular,687.39,68.74,618.65,61.11,8681838850
529,T200093,2024-12-10,C1449,29,M,47282,1,2023-04-08,P103,HomeGoods,Hyderabad,Offline,UPI,App,72.85,15,1,Loyalty,12,743.07,437.1,305.97,41.18,0,S14,9,0,31,PaidSocial,0,134.7,85,2,,Festival,874.1999999999999,131.13,743.0699999999999,41.18,8681838850
530,T200558,2025-05-01,C1241,39,F,61045,5,2020-10-09,P101,Electronics,Delhi,Offline,Card,App,272.91,5,1,Loyalty,1,259.26,177.39,81.87,31.58,0,S12,7,3,2,Organic,0,332.52,15,9,,Summer,272.91,13.65,259.26,31.58,8681838850
531,T200068,2023-12-21,C1097,36,F,21945,6,2021-07-08,P104,Apparel,Mumbai,Offline,COD,App,56.87,15,1,Seasonal,14,676.75,358.28,318.47,47.06,0,S11,10,0,21,PaidSocial,0,211.29,136,9,,Festival,796.18,119.43,676.75,47.06,8681838850
532,T200622,2024-07-24,C1296,36,F,44334,2,2021-05-16,P104,Apparel,Delhi,Online,UPI,App,53.99,5,1,Seasonal,11,564.2,267.25,296.95,52.63,0,S13,3,0,13,Organic,0,148.06,92,1,App,Summer,593.89,29.69,564.1999999999999,52.63,8681838850
533,T200284,2024-12-23,C1460,38,M,31807,2,2020-09-30,P100,Electronics,Bengaluru,Offline,UPI,App,475.4,5,1,Clearance,1,451.63,309.01,142.62,31.58,0,S12,7,1,15,Email,0,111.15,90,3,,Festival,475.4,23.77,451.63,31.58,8681838850
534,T200844,2024-02-13,C1183,31,F,12669,6,2024-12-28,P106,Beauty,Hyderabad,Offline,COD,Mobile,26.05,5,1,Loyalty,11,272.22,100.29,171.93,63.16,0,S14,4,0,27,SMS,0,104.67,119,10,,Regular,286.55,14.33,272.22,63.16,8681838850
535,T200434,2023-12-28,C1026,33,F,50655,2,2025-09-11,P107,Beauty,Hyderabad,Online,COD,POS,20.31,5,1,,29,559.54,206.15,353.39,63.16,0,S14,8,3,33,Organic,1,160.21,163,0,Desktop,Festival,588.99,29.45,559.54,63.16,8681838850
536,T200153,2024-10-19,C1343,44,F,71467,6,2024-07-30,P104,Apparel,Delhi,Online,UPI,Mobile,60.0,0,0,,11,660.0,297.0,363.0,55.0,0,S11,5,0,36,Email,0,494.8,135,5,App,Regular,660.0,0.0,660.0,55.0,8681838850
537,T200075,2025-04-12,C1470,52,F,75421,2,2022-07-30,P101,Electronics,Delhi,Offline,Card,Mobile,288.25,0,0,,1,288.25,187.36,100.89,35.0,0,S10,4,0,19,Organic,0,179.67,62,9,,Regular,288.25,0.0,288.25,35.0,8681838850
538,T200730,2024-02-24,C1374,38,F,10135,1,2024-04-14,P107,Beauty,Bengaluru,Online,Card,POS,18.28,25,1,,29,397.59,185.54,212.05,53.33,0,S12,2,2,39,,1,63.15,93,2,App,Regular,530.12,132.53,397.59,53.33,8681838850
539,T200446,2025-10-16,C1442,29,F,91553,6,2023-12-06,P105,Apparel,Bengaluru,Online,Card,Mobile,39.55,15,1,Clearance,10,336.18,177.97,158.21,47.06,0,S12,2,0,32,SMS,0,588.87,137,8,App,Regular,395.5,59.32,336.18,47.06,8681838850
540,T200188,2024-11-17,C1225,28,M,43442,4,2023-07-03,P109,Sports,Bengaluru,Online,Card,App,129.02,5,1,Loyalty,11,1348.26,780.57,567.69,42.11,0,S12,6,1,14,PaidSocial,0,315.69,196,5,App,Festival,1419.22,70.96,1348.26,42.11,8681838850
541,T200271,2025-06-10,C1039,25,F,56626,5,2022-05-05,P108,Sports,Hyderabad,Offline,Card,Desktop,148.99,5,1,Flash,5,707.7,409.72,297.98,42.11,0,S14,9,0,8,Organic,0,357.62,38,6,,Summer,744.95,37.25,707.7,42.11,8681838850
542,T200236,2024-05-19,C1028,30,M,70662,4,2025-07-14,P100,Electronics,Hyderabad,Offline,Card,Desktop,503.7,5,1,Loyalty,1,478.51,327.41,151.1,31.58,0,S13,6,0,27,Organic,0,333.02,17,8,,Summer,503.7,25.18,478.52,31.58,8681838850
543,T200487,2024-05-20,C1447,45,M,32050,1,2020-12-24,P100,Electronics,Pune,Online,Card,Desktop,523.92,10,1,,1,471.53,340.55,130.98,27.78,0,S12,6,2,10,PaidSocial,1,84.44,27,1,Mobile,Summer,523.92,52.39,471.53,27.78,8681838850
544,T200117,2024-03-12,C1235,32,F,66177,5,2021-04-23,P104,Apparel,Bengaluru,Offline,Card,Mobile,55.68,10,1,Flash,6,300.67,150.34,150.33,50.0,0,S12,5,0,26,SMS,0,364.29,67,5,,Regular,334.08,33.41,300.67,50.0,8681838850
545,T200943,2025-06-24,C1128,52,F,28071,5,2025-09-03,P102,HomeGoods,Pune,Online,Card,App,86.7,0,0,,8,693.6,346.8,346.8,50.0,1,S10,11,1,11,PaidSocial,0,209.71,147,8,Mobile,Summer,693.6,0.0,693.6,50.0,8681838850
546,T200512,2025-09-07,C1116,34,M,36850,1,2020-05-11,P109,Sports,Delhi,Online,UPI,Desktop,118.0,25,1,Seasonal,12,1062.0,778.8,283.2,26.67,0,S12,4,3,34,,0,178.45,103,3,Mobile,Regular,1416.0,354.0,1062.0,26.67,8681838850
547,T200825,2025-08-29,C1496,43,M,29653,7,2021-06-08,P103,HomeGoods,Mumbai,Offline,Card,POS,74.73,0,0,,7,523.11,261.56,261.55,50.0,0,S14,5,0,24,Email,0,259.88,33,8,,Regular,523.11,0.0,523.11,50.0,8681838850
548,T200591,2025-02-06,C1008,40,M,48785,7,2025-03-17,P104,Apparel,Delhi,Online,Card,Mobile,55.64,5,1,Clearance,7,370.01,175.27,194.74,52.63,0,S12,8,0,17,Email,0,380.44,121,10,Mobile,Regular,389.48,19.47,370.01,52.63,8681838850
549,T200126,2025-06-16,C1408,33,F,60004,2,2020-08-11,P103,HomeGoods,Bengaluru,Online,Card,Desktop,76.26,5,1,Seasonal,11,796.92,419.43,377.49,47.37,0,S13,12,0,34,SMS,0,203.89,136,6,App,Summer,838.86,41.94,796.9200000000001,47.37,8681838850
550,T200116,2025-06-05,C1244,36,F,37717,1,2020-09-23,P101,Electronics,Hyderabad,Offline,Card,Mobile,296.32,5,1,Loyalty,1,281.5,192.61,88.89,31.58,0,S10,2,4,23,PaidSocial,0,67.35,52,2,,Summer,296.32,14.82,281.5,31.58,8681838850
551,T200473,2025-08-08,C1429,31,F,25536,7,2025-04-16,P104,Apparel,Delhi,Online,Card,Desktop,57.53,0,0,,7,402.71,181.22,221.49,55.0,0,S12,10,0,16,PaidSocial,0,219.02,172,14,App,Regular,402.71,0.0,402.71,55.0,8681838850
552,T200693,2024-04-21,C1419,36,F,31213,1,2021-08-28,P100,Electronics,Pune,Offline,COD,POS,471.38,10,1,Clearance,1,424.24,306.4,117.84,27.78,0,S12,8,0,22,Organic,0,78.35,41,3,,Regular,471.38,47.14,424.24,27.78,8681838850
553,T200057,2024-03-19,C1442,29,F,91553,6,2023-12-06,P100,Electronics,Delhi,Offline,UPI,Mobile,511.09,15,1,Seasonal,1,434.43,332.21,102.22,23.53,0,S12,2,0,18,SMS,0,600.43,18,13,,Regular,511.09,76.66,434.4299999999999,23.53,8681838850
554,T200863,2024-09-13,C1497,24,F,47422,4,2022-06-08,P103,HomeGoods,Mumbai,Offline,Card,Mobile,74.51,0,0,,7,521.57,260.79,260.78,50.0,0,S10,10,1,27,Email,0,241.84,74,4,,Regular,521.57,0.0,521.57,50.0,8681838850
555,T200912,2025-01-25,C1453,30,M,46812,1,2025-01-06,P106,Beauty,Kolkata,Offline,Card,Mobile,25.2,0,0,,22,554.4,194.04,360.36,65.0,0,S10,6,0,30,Organic,0,102.25,5,1,,Regular,554.4,0.0,554.4,65.0,8681838850
556,T200369,2023-12-17,C1351,38,M,13229,7,2024-05-17,P104,Apparel,Hyderabad,Offline,Card,App,59.48,5,1,Flash,7,395.54,187.36,208.18,52.63,0,S10,7,1,10,,0,134.24,195,7,,Festival,416.36,20.82,395.54,52.63,8681838850
557,T200268,2024-07-16,C1460,38,M,31807,2,2020-09-30,P102,HomeGoods,Mumbai,Online,Card,Desktop,90.43,15,1,,9,691.79,406.94,284.85,41.18,0,S12,6,0,20,PaidSocial,0,145.0,139,4,App,Summer,813.8700000000001,122.08,691.7900000000001,41.18,8681838850
558,T200046,2024-06-11,C1497,24,F,47422,4,2022-06-08,P105,Apparel,Bengaluru,Online,UPI,App,39.47,15,1,Clearance,11,369.04,195.38,173.66,47.06,0,S14,12,0,34,Organic,0,233.1,71,6,Desktop,Summer,434.17,65.13,369.04,47.06,8681838850
559,T200349,2025-01-26,C1162,41,M,35515,5,2025-09-16,P106,Beauty,Bengaluru,Online,UPI,POS,25.9,10,1,Seasonal,21,489.51,190.36,299.15,61.11,0,S13,9,0,24,Organic,1,231.96,37,5,Desktop,Regular,543.9,54.39,489.51,61.11,8681838850
560,T200195,2024-07-08,C1261,30,M,53628,3,2025-04-15,P100,Electronics,Kolkata,Offline,UPI,Mobile,467.38,10,1,,1,420.64,303.8,116.84,27.78,0,S11,6,3,48,Organic,0,207.62,1,2,,Summer,467.38,46.74,420.64,27.78,8681838850
561,T200999,2024-09-17,C1342,39,M,63673,3,2020-12-02,P108,Sports,Hyderabad,Offline,UPI,Desktop,135.58,0,0,,5,677.9,372.85,305.05,45.0,0,S12,6,3,30,Email,0,258.81,85,3,,Regular,677.9000000000001,0.0,677.9000000000001,45.0,8681838850
562,T200834,2024-10-25,C1250,42,M,35263,3,2022-12-22,P109,Sports,Chennai,Offline,NetBanking,Desktop,125.81,5,1,Clearance,7,836.64,484.37,352.27,42.11,0,S10,2,1,34,,0,193.86,114,2,,Regular,880.6700000000001,44.03,836.6400000000001,42.11,8681838850
563,T200736,2024-08-09,C1317,47,F,43598,5,2021-09-06,P100,Electronics,Hyderabad,Offline,Card,POS,457.31,5,1,,1,434.44,297.25,137.19,31.58,0,S11,3,0,41,,1,263.72,104,6,,Regular,457.31,22.87,434.44,31.58,8681838850
564,T200263,2024-11-09,C1315,33,M,78145,5,2021-10-12,P109,Sports,Mumbai,Offline,Card,POS,131.14,0,0,,7,917.98,504.89,413.09,45.0,0,S13,7,0,10,Organic,0,482.52,1,6,,Festival,917.9799999999999,0.0,917.9799999999999,45.0,8681838850
565,T200443,2024-07-24,C1302,33,M,40809,1,2023-05-05,P106,Beauty,Mumbai,Offline,NetBanking,Desktop,24.36,15,1,Flash,17,352.0,144.94,207.06,58.82,0,S14,7,2,20,Organic,0,82.22,106,3,,Summer,414.12,62.12,352.0,58.82,8681838850
566,T200675,2025-10-14,C1158,24,F,8000,2,2022-07-04,P109,Sports,Chennai,Online,UPI,POS,121.07,25,1,,10,908.02,665.88,242.14,26.67,0,S12,10,3,24,SMS,0,137.07,11,1,Desktop,Regular,1210.7,302.67,908.0299999999997,26.67,8681838850
